1.01389 0.0193868 0.00173723 0.365663
2.02778 0.0193736 0.00173723 0.365645
3.04167 0.0193605 0.00173723 0.364287
4.05556 0.0193475 0.00173723 0.362694
5.06944 0.0193345 0.00173723 0.360978
6.08333 0.0193217 0.00173723 0.35918
7.09722 0.0193089 0.00173723 0.357347
8.11111 0.0192962 0.00173723 0.355482
9.125 0.0192837 0.00173723 0.35361
10.1389 0.0192712 0.00173723 0.351725
11.1528 0.0192588 0.00173723 0.349842
12.1667 0.0192465 0.00173723 0.347952
13.1806 0.0192343 0.00173723 0.346065
14.1944 0.0192222 0.00173723 0.344175
15.2083 0.0192102 0.00173723 0.342288
16.2222 0.0191983 0.00173723 0.3404
17.2361 0.0191865 0.00173723 0.338514
18.25 0.0191747 0.00173723 0.336629
19.2639 0.0191631 0.00173723 0.334747
20.2778 0.0191516 0.00173723 0.332866
21.2917 0.0191401 0.00173723 0.330989
22.3056 0.0191287 0.00173723 0.329114
23.3194 0.0191175 0.00173723 0.327242
24.3333 0.0191063 0.00173723 0.325375
25.3472 0.0190952 0.00173723 0.323511
26.3611 0.0190842 0.00173723 0.321653
27.375 0.0190733 0.00173723 0.3198
28.3889 0.0190625 0.00173723 0.317953
29.4028 0.0190518 0.00173723 0.31611
30.4167 0.0190411 0.00173723 0.314275
31.4306 0.0190306 0.00174618 0.31267
32.4444 0.0190201 0.00177459 0.311434
33.4583 0.0190098 0.00181195 0.310291
34.4722 0.0189997 0.00184931 0.309218
35.4861 0.0189896 0.00188667 0.308207
36.5 0.0189797 0.00192403 0.307249
37.5139 0.0189698 0.00196139 0.306336
38.5278 0.0189601 0.00199875 0.30546
39.5417 0.0189505 0.0020361 0.304614
40.5556 0.018941 0.00207346 0.303794
41.5694 0.0189317 0.00211082 0.302995
42.5833 0.0189224 0.00214819 0.302215
43.5972 0.0189133 0.00218554 0.301451
44.6111 0.0189042 0.00222291 0.300702
45.625 0.0188953 0.00226027 0.299968
46.6389 0.0188864 0.00229763 0.299247
47.6528 0.0188777 0.00233499 0.29854
48.6667 0.0188691 0.00237234 0.297846
49.6806 0.0188606 0.0024097 0.297166
50.6944 0.0188522 0.00244706 0.296499
51.7083 0.0188439 0.00248442 0.295846
52.7222 0.0188357 0.00252178 0.295208
53.7361 0.0188275 0.00255914 0.294583
54.75 0.0188195 0.0025965 0.293975
55.7639 0.0188116 0.00263387 0.293381
56.7778 0.0188038 0.00267122 0.292805
57.7917 0.0187961 0.00270859 0.292242
58.8056 0.0187885 0.00274594 0.2917
59.8194 0.018781 0.00278329 0.291171
60.8333 0.0187736 0.00282066 0.290665
61.8472 0.0187663 0.00285571 0.290143
62.8611 0.018759 0.00287856 0.289634
63.875 0.0187519 0.00289911 0.289127
64.8889 0.0187447 0.00291966 0.288646
65.9028 0.0187377 0.00294021 0.28817
66.9167 0.0187307 0.00296076 0.287725
67.9306 0.0187238 0.00298131 0.287285
68.9444 0.0187169 0.00300186 0.286882
69.9583 0.0187101 0.00302241 0.286481
70.9722 0.0187033 0.00304296 0.286124
71.9861 0.0186966 0.0030635 0.285766
73 0.01869 0.00308405 0.285457
74.0139 0.0186834 0.0031046 0.285152
75.0278 0.0186768 0.00312515 0.284889
76.0417 0.0186704 0.00314568 0.284644
77.0556 0.0186639 0.00316623 0.284424
78.0694 0.0186576 0.00318678 0.284231
79.0833 0.0186512 0.00320733 0.28406
80.0972 0.018645 0.00322788 0.283922
81.1111 0.0186387 0.00324843 0.283803
82.125 0.0186325 0.00326897 0.283721
83.1389 0.0186264 0.00328952 0.283655
84.1528 0.0186203 0.00331007 0.283631
85.1667 0.0186142 0.00333062 0.283622
86.1806 0.0186082 0.00335117 0.283656
87.1944 0.0186022 0.00337172 0.283704
88.2083 0.0185963 0.00339227 0.283799
89.2222 0.0185904 0.00341282 0.283906
90.2361 0.0185845 0.00343337 0.284068
91.25 0.0185787 0.00345391 0.284363
92.2639 0.0185729 0.00347066 0.2851
93.2778 0.018567 0.00347445 0.286009
94.2917 0.0185611 0.00347445 0.28701
95.3056 0.0185552 0.00347445 0.288106
96.3194 0.0185492 0.00347445 0.289254
97.3333 0.0185431 0.00347445 0.290451
98.3472 0.018537 0.00347445 0.291693
99.3611 0.0185309 0.00347445 0.292966
100.375 0.0185247 0.00347445 0.294299
101.389 0.0185185 0.00347445 0.295654
102.403 0.0185122 0.00347445 0.297035
103.417 0.0185058 0.00347445 0.298461
104.431 0.0184994 0.00347445 0.299907
105.444 0.0184929 0.00347445 0.301386
106.458 0.0184864 0.00347445 0.302888
107.472 0.0184798 0.00347445 0.304419
108.486 0.0184732 0.00347445 0.306001
109.5 0.0184664 0.00347445 0.307608
110.514 0.0184597 0.00347445 0.309227
111.528 0.0184528 0.00347445 0.310887
112.542 0.0184459 0.00347445 0.312564
113.556 0.0184389 0.00347445 0.314288
114.569 0.0184319 0.00347445 0.316045
115.583 0.0184247 0.00347445 0.317817
116.597 0.0184175 0.00347445 0.319636
117.611 0.0184106 0.00347445 0.314416
